Board
JobName,PCBResult,PCBName
C:\KohYoung\KY_JOB\627-351-12A_BOT_JOB_DS-406546\627-351-12A_BOT_JOB_DS-406546.mdb,GOOD,627-351-12ABOT_JOB_DS-406546
Panel 
 ArrayBarcode,PanelResult,PanelInspectionDate,PanelInspectionStartTime,PanelInspectionEndTime 
508BFD5,GOOD,2026-06-12,14:09:02,14:09:31
Pad 
 ComponentID,PadNo,Volume,Height,Area,OffsetX,OffsetY,PadResult 
C1671_A,2418,120.5149,160.6744,95.25722,0.003224288,-0.002910028,GOOD,
C1671_B,2419,108.9496,131.8005,104.9814,-0.004894963,0.005204141,GOOD,
C1671_B,2420,118.4677,147.0457,102.3178,-0.002148713,0.01311341,GOOD,
C1672,2421,113.4352,129.6507,111.116,0.001251178,-0.01227675,GOOD,
C1672,2422,118.4145,133.1196,112.9709,-0.01597998,-0.004488213,GOOD,
C1672_A,2423,105.7698,141.231,95.11205,0.0009463057,-0.01238895,GOOD,
C1672_A,2424,122.8854,164.6623,94.77851,-0.01625559,0.003751565,GOOD,
C1672_B,2425,116.1821,135.1801,109.1516,0.01722994,-0.005551734,GOOD,
C1672_B,2426,122.0213,147.8632,104.8044,8.169761E-05,-0.007725113,GOOD,
C1673,2427,111.9189,130.3572,109.0366,-0.008263147,0.001311101,GOOD,
C1673,2428,118.2671,135.4205,110.9131,-0.005455319,0.00916548,GOOD,
C1673_A,2429,119.4808,152.793,99.31125,0.009553346,-0.02316557,GOOD,
C1673_A,2430,114.748,160.7694,90.64539,0.008993611,0.004963873,GOOD,
C1673_B,2431,114.3484,142.9607,101.5821,0.01105575,-0.01025094,GOOD,
C1673_B,2432,118.2392,148.9509,100.8143,0.01185938,-0.001226936,GOOD,
C1674,2433,115.4352,128.6272,113.9749,0.003977928,-0.006429857,GOOD,
C1674,2434,117.6462,128.4596,116.3094,-0.01324105,0.001341594,GOOD,
C1675,2435,112.1288,130.5481,109.0813,-0.0156251,0.00721896,GOOD,
C1675,2436,116.7768,131.198,113.0403,-0.0128069,0.01505262,GOOD,
C1675_A,2437,114.8851,155.8914,93.59338,0.0136642,-0.01374639,GOOD,
C1675_A,2438,124.7806,183.0026,86.59513,0.01543609,-0.001961167,GOOD,
C1675_B,2439,123.0239,146.3798,106.7363,-0.002212129,0.001800169,GOOD,
C1675_B,2440,116.9674,144.2683,102.9669,-0.0004377985,0.007990978,GOOD,
C168,2441,104.7802,134.4201,98.99625,0.007997315,0.009713096,GOOD,
C168,2442,107.5487,142.978,95.52999,-0.009299702,0.008809354,GOOD,
C1676,2443,114.5945,127.5543,114.0965,0.006724179,-0.0005854226,GOOD,
C1676,2444,117.7653,127.6275,117.1863,-0.01047893,0.007168964,GOOD,
C1676_A,2445,117.2577,157.0197,94.83989,-0.001321907,-0.01695889,GOOD,
C1676_A,2446,111.415,149.3157,94.76363,0.0004170594,-0.008925213,GOOD,
C1676_B,2447,114.6503,144.0988,101.0458,0.001695071,-0.006490844,GOOD,
C1676_B,2448,109.0296,130.5799,106.0405,0.003429162,-0.0002536758,GOOD,
C1677,2449,110.7243,129.2043,108.8352,-0.01297519,-0.006826247,GOOD,
C1677,2450,117.5839,132.1596,112.9933,-0.01014603,0.0009769166,GOOD,
C1679,2451,118.7745,130.3028,115.764,0.009475304,0.005246823,GOOD,
C1679,2452,119.0741,128.3976,117.778,-0.007714381,0.012989,GOOD,
C1679_A,2453,114.1549,147.7302,98.13609,0.005477876,-0.01415131,GOOD,
C1679_A,2454,125.7604,160.4333,99.5527,0.007138801,-0.01224991,GOOD,
C1679_B,2455,120.8971,145.8845,105.2472,0.001548738,-0.004219911,GOOD,
C1679_B,2456,114.496,135.7597,107.1083,-0.0006560783,-0.007964161,GOOD,
C167_A,2457,117.9825,139.8092,107.173,-0.001609697,0.005746881,GOOD,
C167_A,2458,120.9406,149.8405,102.5054,-0.01181914,0.004737034,GOOD,
C167_B,2459,116.9374,140.3659,105.8024,0.003940126,0.00517121,GOOD,
C167_B,2460,120.2618,147.6178,103.4648,-0.003166966,0.008114169,GOOD,
C1680,2461,114.297,128.5488,112.9199,-0.01033991,-0.0008574023,GOOD,
C1680,2462,119.2302,132.2059,114.5353,-0.007500975,0.006907955,GOOD,
C1680_A,2463,104.7336,138.4432,96.07668,-0.0003060913,-0.01266459,GOOD,
C1680_A,2464,118.2547,152.1992,98.67559,0.002484075,0.0003878373,GOOD,
C1680_B,2465,107.4348,128.5779,106.1163,0.005529084,0.0001353804,GOOD,
C1680_B,2466,123.7477,150.9548,104.1104,0.008376553,-0.001781865,GOOD,
C1681_A,2467,114.0734,150.433,96.30419,0.003870617,-0.0222228,GOOD,
C1681_A,2468,117.1149,148.9515,99.85522,0.005604708,-0.01182671,GOOD,
C1681_B,2469,116.4542,142.4362,103.8338,0.006768074,-0.008600799,GOOD,
C1681_B,2470,115.6893,128.3737,114.4513,0.008499729,-0.002363631,GOOD,
C1682_A,2471,114.6371,156.8407,92.8261,-0.001546301,-0.0137403,GOOD,
C1682_A,2472,110.5393,149.0745,94.171,0.0001707278,-0.003106395,GOOD,
C1682_B,2473,121.1052,152.2411,101.0263,0.001085325,0.003158828,GOOD,
C1682_B,2474,111.1833,128.0158,110.301,0.002812104,0.009395996,GOOD,
C1683_A,2475,127.7003,144.7298,112.0566,0.00208286,0.008055621,GOOD,
C1683_A,2476,131.7169,158.657,105.4353,0.004082803,0.008291013,GOOD,
C1683_B,2477,131.6294,143.2432,116.7031,0.006241266,0.009703345,GOOD,
C1683_B,2478,139.6761,153.7455,115.3782,-0.01179109,0.009871655,GOOD,
C1684_A,2479,109.1573,136.903,101.2614,0.00125971,-0.008017814,GOOD,
C1684_A,2480,123.2826,152.9275,102.3811,0.004090115,-0.008122701,GOOD,
C1684_B,2481,114.4806,133.1668,109.1792,0.01056552,0.002631954,GOOD,
C1684_B,2482,123.6144,150.2927,104.4564,0.01328982,0.0005866415,GOOD,
C1685_A,2483,132.5609,143.5136,117.3075,-0.001241428,-0.001465984,GOOD,
C1685_A,2484,125.1813,148.7255,106.895,-0.000652422,0.004429685,GOOD,
C1685_B,2485,133.6635,146.113,116.1791,0.001642623,-0.004041848,GOOD,
C1685_B,2486,128.4533,155.0091,105.2427,0.01247034,-0.001861155,GOOD,
C1686_A,2487,108.793,136.1368,101.4914,-0.007199779,-0.004645554,GOOD,
C1686_A,2488,119.5732,149.4707,101.5971,-0.004430352,-0.001517219,GOOD,
C1686_B,2489,116.5141,133.5145,110.829,-0.003131602,0.002785618,GOOD,
C1686_B,2490,123.4821,151.8984,103.2415,-0.001695071,0.005837121,GOOD,
C1687_A,2491,129.5393,147.9265,111.2139,-0.0118362,-0.02284357,GOOD,
C1687_A,2492,124.5074,148.0531,106.8025,-0.009530189,-0.02045556,GOOD,
C1687_B,2493,121.0985,143.1972,107.401,0.002919416,-0.001037903,GOOD,
C1687_B,2494,121.7412,149.5419,103.39,-0.009672865,0.001872125,GOOD,
C1689_A,2495,105.8774,125.5546,107.0963,0.002138963,-0.004195512,GOOD,
C1689_A,2496,125.7851,145.3702,109.8899,0.008229001,-0.006283507,GOOD,
C1689_B,2497,112.2378,130.2387,109.4467,0.005526647,0.01086929,GOOD,
C1689_B,2498,126.5293,150.496,106.7751,0.008350958,0.008686163,GOOD,
C1690_A,2499,114.7753,137.87,105.7261,0.01403858,-0.006379861,GOOD,
C1690_A,2500,115.7013,140.9678,104.237,0.006319307,-0.006270098,GOOD,
C1690_B,2501,118.3743,142.2436,105.6886,-0.002184077,-0.003422276,GOOD,
C1690_B,2502,120.0136,148.2137,102.8361,0.0002097485,-0.0005049338,GOOD,
C1691_A,2503,107.95,126.0114,108.7969,0.007672922,-0.008576401,GOOD,
C1691_A,2504,128.2629,147.0319,110.7881,0.01006309,-0.0007122705,GOOD,
C1691_B,2505,112.0988,129.651,109.8067,0.0007085055,-0.003466177,GOOD,
C1691_B,2506,129.2748,152.5151,107.6478,0.00351086,0.004404068,GOOD,
C1692_A,2507,114.2701,137.692,105.3969,-0.001092638,0.00040736,GOOD,
C1692_A,2508,111.5498,132.4577,106.9535,0.001160929,0.003429589,GOOD,
C1692_B,2509,118.524,135.7385,110.8937,-0.00351086,0.004224786,GOOD,
C1692_B,2510,122.6602,140.383,110.9667,-0.01116306,0.007125043,GOOD,
C1693_A,2511,119.4172,145.2148,104.4383,-0.01099721,-0.003525944,GOOD,
C1693_A,2512,108.6993,135.1489,102.1452,-0.008754591,-0.0005732334,GOOD,
C1693_B,2513,113.2377,128.4313,111.9758,0.006914407,0.000846412,GOOD,
C1693_B,2514,125.0036,144.1845,110.1051,-0.0007182757,0.003739375,GOOD,
C1694_A,2515,130.477,150.3284,110.2292,-0.01039967,-0.01421717,GOOD,
C1694_A,2516,127.8525,150.9952,107.535,-0.008664362,-0.01072416,GOOD,
C1694_B,2517,121.8675,142.9235,108.2899,0.007433903,0.0008073865,GOOD,
C1694_B,2518,130.5759,155.9507,106.3357,-0.0001597589,0.003763754,GOOD,
C1695,2519,116.1148,128.7065,114.5752,0.003154778,0.005287067,GOOD,
C1695,2520,121.0775,131.3308,117.0849,0.005866883,0.003234441,GOOD,
C1695_A,2521,109.2349,137.3722,100.9872,-0.008258271,-0.01730648,GOOD,
C1695_A,2522,129.341,158.961,103.3355,-0.005449824,0.003014915,GOOD,
C1695_B,2523,120.7335,141.4478,108.4015,-0.009355805,0.004869956,GOOD,
C1695_B,2524,132.376,154.6874,108.6821,-0.006619305,0.002746593,GOOD,
C1696,2525,112.91,127.9391,112.0812,-0.001919444,-0.006735987,GOOD,
C1696,2526,118.763,132.3894,113.9283,0.0008097235,-0.008699591,GOOD,
C1696_A,2527,111.3066,128.565,109.9517,-0.005636395,0.004332111,GOOD,
C1696_A,2528,128.401,147.8518,110.2924,0.007738776,0.009513073,GOOD,
C1696_B,2529,111.2462,129.8212,108.8286,-0.002930385,-0.003373479,GOOD,
C1696_B,2530,130.6526,151.4528,109.5581,-0.0001621964,-0.005479777,GOOD,
C1697,2531,113.3044,129.0397,111.5134,0.004705954,0.006081046,GOOD,
C1697,2532,116.8412,129.6957,114.4127,-0.01244473,0.004007698,GOOD,
C1697_A,2533,110.6943,128.1018,109.7422,-0.004279125,0.001234269,GOOD,
C1697_A,2534,126.2102,145.1436,110.4334,-0.001446301,0.0116523,GOOD,
C1697_B,2535,110.7212,131.1636,107.2065,0.002634064,0.01264263,GOOD,
C1697_B,2536,126.9279,149.316,107.9579,0.0154873,0.01056073,GOOD,
C1698,2537,113.3432,127.2339,113.1348,0.005682749,0.003517391,GOOD,
C1698,2538,117.9989,128.0588,117.0233,-0.01158012,0.00141477,GOOD,
C1698_A,2539,116.731,140.4065,105.5851,-0.0006963178,-0.0047297,GOOD,
C1698_A,2540,122.218,149.1314,104.0807,0.002158463,0.0004671072,GOOD,
C1698_B,2541,111.2853,131.8304,107.2077,0.007511965,-0.00382474,GOOD,
C1698_B,2542,119.9897,146.4374,104.0628,0.0003585184,-0.00595178,GOOD,
C1699,2543,113.5117,125.8488,114.5501,-0.008281449,0.003829615,GOOD,
C1699,2544,116.9456,125.4407,118.3993,-0.005498615,0.001644047,GOOD,
C1699_A,2545,112.5053,133.9919,106.6346,0.005597375,-0.009552098,GOOD,
C1699_A,2546,132.9843,158.3715,106.6417,-0.001002409,0.01299877,GOOD,
C1699_B,2547,113.8638,131.2593,110.1689,-0.005422391,0.003174694,GOOD,
C1699_B,2548,131.9473,151.9871,110.2548,0.009179583,0.001043997,GOOD,
C16_A,2549,120.3707,141.3396,108.1585,0.0005438915,0.01225479,GOOD,
C16_A,2550,111.3469,140.6602,100.5335,-0.01135085,0.0151575,GOOD,
C16_B,2551,112.8435,137.2604,104.4083,0.007720494,0.000706156,GOOD,
C16_B,2552,116.0241,145.6964,101.1353,-0.005197399,0.003647896,GOOD,
C1700_A,2553,103.8462,126.6987,104.0932,0.006796126,-0.006507928,GOOD,
C1700_A,2554,123.0934,153.028,102.1569,0.009628969,-0.0008781239,GOOD,
C1700_B,2555,115.1716,133.8786,109.2541,-0.003723046,-0.0002548947,GOOD,
C1700_B,2556,126.406,151.0621,106.2713,-0.001019472,-0.002320949,GOOD,
C1701_A,2557,109.1691,131.2768,105.6126,0.005974195,-0.0141696,GOOD,
C1701_A,2558,120.5245,149.3256,102.5049,-0.009476523,0.005663934,GOOD,
C1701_B,2559,113.8963,134.6301,107.4413,-0.006107121,0.001546493,GOOD,
C1701_B,2560,125.6911,153.6749,103.8736,0.005594938,-0.0005439593,GOOD,
C1702_A,2561,113.7388,141.4492,102.1202,-0.009977737,-0.01923348,GOOD,
C1702_A,2562,126.1516,155.4363,103.0729,-0.007148551,-0.003536914,GOOD,
C1702_B,2563,115.2924,134.055,109.2248,-0.001502385,-0.001709909,GOOD,
C1702_B,2564,126.1882,151.2852,105.9317,0.001265803,-0.003821083,GOOD,
C1703_A,2565,115.2896,137.5559,106.4424,0.01081673,-0.01578683,GOOD,
C1703_A,2566,128.8746,153.1341,106.8807,0.002546252,0.004634584,GOOD,
C1703_B,2567,112.112,129.444,109.9952,-0.01012651,-0.004990709,GOOD,
C1703_B,2568,126.3186,148.6969,107.887,0.001123127,-0.007172621,GOOD,
C1704_A,2569,119.986,146.4135,104.0767,0.001134116,-0.01528679,GOOD,
C1704_A,2570,111.2466,141.1959,100.0618,0.003177955,-0.01518434,GOOD,
C1704_B,2571,119.255,141.2406,107.231,0.01027528,0.008020252,GOOD,
C1704_B,2572,119.6608,141.6053,107.3189,0.01253861,0.01095224,GOOD,
C1705_A,2573,111.1119,138.4369,101.9324,-0.003651098,-0.01291339,GOOD,
C1705_A,2574,123.0395,153.0204,102.1172,-0.0008609517,-0.004717511,GOOD,
C1705_B,2575,117.9086,137.6895,108.7547,-0.002499919,0.003919876,GOOD,
C1705_B,2576,122.2102,148.1722,104.7476,-0.0008975349,0.001758706,GOOD,
C1706_A,2577,108.6753,139.7123,98.78699,0.007594881,-0.02047263,GOOD,
C1706_A,2578,119.8919,149.6095,101.7735,0.0103143,-0.002638048,GOOD,
C1706_B,2579,111.5269,130.7539,108.325,-0.01259228,-0.00566881,GOOD,
C1706_B,2580,122.8122,145.3548,107.304,0.0002365814,-0.007808039,GOOD,
C1707_A,2581,108.1062,139.4995,98.41956,-0.007498538,-0.02406078,GOOD,
C1707_A,2582,117.7552,151.2663,98.8648,-0.004752288,-0.003635707,GOOD,
C1707_B,2583,114.5965,136.771,106.4097,0.006270537,-0.004722387,GOOD,
C1707_B,2584,119.9005,145.0074,105.0109,0.009086297,-0.006927477,GOOD,
C1708_A,2585,118.2166,145.0693,103.4919,0.001547519,-0.01222308,GOOD,
C1708_A,2586,112.0041,137.7417,103.2695,0.003880367,-0.01209869,GOOD,
C1708_B,2587,115.5381,135.2563,108.4854,0.01303374,7.313536E-06,GOOD,
C1708_B,2588,115.7998,136.4228,107.8015,0.00423401,0.002942959,GOOD,
C1709_A,2589,114.1213,139.1313,104.1707,-0.0009511808,-0.004739471,GOOD,
C1709_A,2590,112.1213,139.6463,101.9676,0.001460927,-0.008598361,GOOD,
C1709_B,2591,117.9625,135.7386,110.3683,0.01152889,0.003144201,GOOD,
C1709_B,2592,115.856,139.0539,105.813,0.001687758,0.006073732,GOOD,
C1710_A,2593,102.7549,126.404,103.2393,-0.007796098,-0.01896518,GOOD,
C1710_A,2594,107.861,143.0711,95.74502,-0.004964474,-0.005471245,GOOD,
C1710_B,2595,107.9645,126.6223,108.2865,0.001681644,0.002436806,GOOD,
C1710_B,2596,110.9086,130.0345,108.3204,0.004426696,0.0003658966,GOOD,
C1711_A,2597,109.1842,145.3526,95.39831,-0.00454132,-0.01859684,GOOD,
C1711_A,2598,125.0879,159.0262,99.89655,0.000970701,-0.00868982,GOOD,
C1711_B,2599,119.7559,136.6826,111.2723,-0.004975442,-0.01159375,GOOD,
C1711_B,2600,122.2302,147.1573,105.4874,0.006165662,-0.003634488,GOOD,
C1712_A,2601,104.4636,132.3425,100.2465,-0.00225115,-0.01968474,GOOD,
C1712_A,2602,111.9648,146.2672,97.2161,0.0004658302,-0.005961531,GOOD,
C1712_B,2603,113.0315,131.1684,109.4395,-0.00461083,0.005210235,GOOD,
C1712_B,2604,123.2487,143.0052,109.4546,-0.001793851,0.003041752,GOOD,
C1713_A,2605,112.5436,140.0481,102.058,0.004213271,-0.01425742,GOOD,
C1713_A,2606,112.6891,137.1562,104.3447,0.006548576,-0.01132543,GOOD,
C1713_B,2607,115.7542,135.0345,108.8669,0.01443612,0.005881042,GOOD,
C1713_B,2608,117.5106,135.5574,110.0924,0.006668075,0.008831316,GOOD,
C1714_A,2609,112.0911,140.1482,101.5751,0.008258271,-0.02298385,GOOD,
C1714_A,2610,109.3482,139.5907,99.48525,-0.003280392,-0.01553071,GOOD,
C1714_B,2611,118.9135,138.0011,109.434,0.006272973,-0.005224882,GOOD,
C1714_B,2612,120.8965,142.4707,107.7685,0.006441264,-0.002292894,GOOD,
C1715_A,2613,103.4716,141.41,92.92759,-0.003734034,-0.00846298,GOOD,
C1715_A,2614,117.7141,153.5682,97.34882,-0.0009682635,-0.00115376,GOOD,
C1715_B,2615,113.7783,130.6324,110.6145,-0.001468239,-0.004573598,GOOD,
C1715_B,2616,127.4892,150.409,107.6473,0.005212023,0.003173455,GOOD,
C1716_A,2617,105.9463,134.1693,100.2851,3.902065E-05,-0.0177675,GOOD,
C1716_A,2618,118.7501,147.3339,102.3611,0.002847468,-0.01103517,GOOD,
C1716_B,2619,112.7175,133.7469,107.0314,0.0002804771,-0.003390563,GOOD,
C1716_B,2620,119.9715,145.8518,104.4648,0.005251044,-0.005433438,GOOD,
C1717_A,2621,108.6116,134.746,102.368,-0.003631597,-0.02288018,GOOD,
C1717_A,2622,113.1726,148.305,96.9146,-0.0009219302,-0.01245481,GOOD,
C1717_B,2623,113.8911,131.6721,109.8499,0.003504765,-0.0009891258,GOOD,
C1717_B,2624,119.2515,140.9183,107.4732,0.006297969,0.006862835,GOOD,
C1718_A,2625,110.3955,136.9725,102.3579,0.007726588,-0.0116523,GOOD,
C1718_A,2626,113.9031,143.0647,101.1129,0.009746031,-0.007642166,GOOD,
C1718_B,2627,116.8843,134.3069,110.5253,0.004465716,-0.00444675,GOOD,
C1718_B,2628,120.2731,143.9976,106.076,-0.01113379,-0.001526971,GOOD,
C1719_A,2629,106.4051,137.99,97.9306,-0.002277983,-0.01464404,GOOD,
C1719_A,2630,118.6079,153.1,98.38805,0.0004487674,-0.002363631,GOOD,
C1719_B,2631,111.0429,130.1299,108.3721,0.007607068,-0.00407354,GOOD,
C1719_B,2632,120.9117,143.5157,106.9972,0.003268184,0.003746689,GOOD,
C1720_A,2633,106.728,135.2763,100.1983,0.01314592,-0.01849927,GOOD,
C1720_A,2634,121.6223,159.8274,96.64198,-0.00411451,-0.004889479,GOOD,
C1720_B,2635,120.2955,134.3468,113.717,0.0008097235,-0.007951953,GOOD,
C1720_B,2636,120.5617,146.6102,104.4357,0.0001634152,-5.121473E-05,GOOD,
C1721_A,2637,111.1583,140.103,100.7623,0.003869398,-0.0275428,GOOD,
C1721_A,2638,120.576,152.2266,100.5944,0.00658394,-0.007122606,GOOD,
C1721_B,2639,112.2276,130.4727,109.2406,-0.002620657,0.002034342,GOOD,
C1721_B,2640,116.0507,141.8168,103.9258,0.0001951232,-0.000141475,GOOD,
C1722_A,2641,117.1995,144.4615,103.0332,0.006138829,-0.01173279,GOOD,
C1722_A,2642,114.6345,144.2967,100.8934,0.008253396,-0.01699304,GOOD,
C1722_B,2643,117.1318,136.5417,108.9465,0.0007365572,0.002324606,GOOD,
C1722_B,2644,117.5886,141.3791,105.6292,-0.002243837,-0.01472575,GOOD,
C1723_A,2645,118.9816,140.6573,107.4289,0.01163621,0.008937421,GOOD,
C1723_A,2646,125.8228,156.6873,101.9833,0.01248619,-0.008903272,GOOD,
C1723_B,2647,125.5088,136.8298,116.4923,-0.008502166,-0.005820056,GOOD,
C1723_B,2648,128.9416,154.6006,105.9218,-0.007765608,-0.003523506,GOOD,
C1724_A,2649,117.6658,142.1357,105.1359,-0.007836337,-0.02545846,GOOD,
C1724_A,2650,110.0212,140.7716,99.2579,-0.005641291,-0.01914446,GOOD,
C1724_B,2651,121,142.5827,107.7761,0.008760706,-0.003902811,GOOD,
C1724_B,2652,121.5327,146.6322,105.2611,0.004255968,-0.000970822,GOOD,
C1725_A,2653,128.6062,148.7131,109.8288,-0.002265775,-0.02719764,GOOD,
C1725_A,2654,110.5878,141.3762,99.34235,-0.003236476,-0.01200599,GOOD,
C1725_B,2655,120.5175,142.934,107.0824,0.008092419,0.003558875,GOOD,
C1725_B,2656,120.6366,140.7084,108.8838,0.0004341422,0.006459132,GOOD,
C1726_A,2657,110.7305,138.2085,101.7505,0.001868236,-0.005183399,GOOD,
C1726_A,2658,114.0157,143.7848,100.7061,0.004282781,-0.002849042,GOOD,
C1726_B,2659,119.5244,139.4899,108.8222,0.001921882,0.009000826,GOOD,
C1726_B,2660,119.5397,141.6568,107.1713,0.004168157,-0.008051964,GOOD,
C1727_A,2661,108.1914,133.1418,103.2006,0.01086063,-0.00607617,GOOD,
C1727_A,2662,111.5215,137.8064,102.7762,0.003202331,-0.002080681,GOOD,
C1727_B,2663,111.3903,126.5247,111.8087,-0.006341265,0.002747811,GOOD,
C1727_B,2664,114.9908,135.7556,107.5745,-0.007213186,0.005705398,GOOD,
C1728_A,2665,111.3095,137.4906,102.8166,0.002638939,-0.01150351,GOOD,
C1728_A,2666,126.3575,153.9953,104.2071,0.005431543,0.003634488,GOOD,
C1728_B,2667,112.1721,133.5486,106.6717,-0.01422637,-0.009176469,GOOD,
C1728_B,2668,126.8058,155.9332,103.2772,0.001956027,-0.01115592,GOOD,
C1729_A,2669,110.0345,142.8029,97.85785,0.01011676,-0.01599416,GOOD,
C1729_A,2670,117.799,152.7788,97.92242,-0.007148551,-0.003924751,GOOD,
C1729_B,2671,112.9292,131.9859,108.6632,-0.002531008,0.007538497,GOOD,
C1729_B,2672,121.961,148.6712,104.1833,0.0002768208,0.005389517,GOOD,
C1730_A,2673,116.7872,139.0559,106.6619,-0.003475495,-0.007737302,GOOD,
C1730_A,2674,115.042,143.106,102.0945,-0.001079232,-0.003705225,GOOD,
C1730_B,2675,119.2807,139.0443,108.9484,-6.341605E-05,-0.0003195376,GOOD,
C1730_B,2676,120.8476,143.9119,106.6461,-0.0009828887,0.002609993,GOOD,
C1731_A,2677,118.0543,144.7498,103.578,0.001838965,-0.00867885,GOOD,
C1731_A,2678,109.2406,140.0014,99.09586,-0.01261546,-0.001851384,GOOD,
C1731_B,2679,118.147,137.4435,109.1698,0.01059234,0.01020094,GOOD,
C1731_B,2680,116.2009,140.0737,105.3554,-0.002863332,-0.006855521,GOOD,
C1732_A,2681,111.5031,148.8934,95.10759,0.00209261,-0.01657837,GOOD,
C1732_A,2682,119.8692,152.8997,99.56454,0.004816922,-0.004463835,GOOD,
C1732_B,2683,116.1266,133.7661,110.2527,0.001892631,-0.007361654,GOOD,
C1732_B,2684,125.2581,149.3497,106.5136,0.01022651,0.0004829731,GOOD,
C1733_A,2685,111.8869,143.2387,99.20249,-0.0004341422,-0.01724428,GOOD,
C1733_A,2686,111.7863,137.9458,102.9162,0.001375573,-0.02527674,GOOD,
C1733_B,2687,117.2638,138.246,107.7247,0.004364498,0.004422352,GOOD,
C1733_B,2688,120.938,141.2708,108.7212,0.00964847,-0.005939571,GOOD,
C1734_A,2689,116.4534,139.509,106.0116,0.002065797,-0.002139229,GOOD,
C1734_A,2690,115.7606,143.9895,102.1018,-0.001821903,-0.01471356,GOOD,
C1734_B,2691,123.1349,145.3581,107.5836,-0.002087735,-0.01058391,GOOD,
C1734_B,2692,125.4759,140.1265,113.7218,0.00876558,-0.013511,GOOD,
C1735_A,2693,107.4138,140.5876,97.03241,-0.01573609,-0.008101979,GOOD,
C1735_A,2694,119.3727,159.214,95.21986,-0.01298982,0.009680165,GOOD,
C1735_B,2695,118.8704,134.8075,111.9859,0.004458404,0.006422544,GOOD,
C1735_B,2696,126.4588,150.0374,107.0417,0.008311938,0.01424279,GOOD,
C1736_A,2697,112,138.4267,102.7547,0.01423612,-0.01936033,GOOD,
C1736_A,2698,124.5995,158.7842,99.65819,-0.002934061,-0.002614869,GOOD,
C1736_B,2699,115.8666,134.1584,109.6842,0.004221822,-0.005285848,GOOD,
C1736_B,2700,119.9531,145.0804,105.0042,0.0007658277,-0.007279946,GOOD,
C1737_A,2701,106.234,141.4904,95.35423,-0.003813294,-0.02482304,GOOD,
C1737_A,2702,122.1837,159.3516,97.37799,-0.00104143,-0.0002122124,GOOD,
C1737_B,2703,118.6583,136.1172,110.7105,-0.009855781,-0.001636734,GOOD,
C1737_B,2704,123.3924,148.8823,105.2566,-0.007049771,-0.003878412,GOOD,
C1738_A,2705,109.0339,141.686,97.73235,0.00565226,-0.02012869,GOOD,
C1738_A,2706,125.4318,156.2789,101.9321,0.008459489,-0.003429589,GOOD,
C1738_B,2707,112.3894,130.8709,109.0651,0.005724207,-0.005509051,GOOD,
C1738_B,2708,127.8907,152.4334,106.5522,0.01406296,-0.00761535,GOOD,
C1739_A,2709,122.1211,154.4334,100.4276,0.01045088,-0.01115224,GOOD,
C1739_A,2710,119.5642,165.1995,91.91705,0.02155784,-0.01235968,GOOD,
C1739_B,2711,111.3868,138.372,102.2326,-5.366588E-05,-0.004824836,GOOD,
C1739_B,2712,116.0529,146.2372,100.7864,0.006582722,-0.001683093,GOOD,
C1741_A,2713,111.4804,141.2183,100.2561,-0.006957104,-0.01570634,GOOD,
C1741_A,2714,125.5163,166.3062,95.85072,-0.005165691,-0.01164986,GOOD,
C1741_B,2715,120.3688,140.8117,108.5623,0.008109502,0.0007073748,GOOD,
C1741_B,2716,120.0081,146.868,103.7736,0.005924205,-0.003034418,GOOD,
C1742_A,2717,113.2151,152.9276,94.02042,0.00164628,-0.009293547,GOOD,
C1742_A,2718,110.8412,151.0341,93.20305,0.003397454,0.00638108,GOOD,
C1742_B,2719,108.9935,138.0213,100.2902,0.00823999,-0.0009257019,GOOD,
C1742_B,2720,120.1352,140.4119,108.6601,0.01004359,-0.004556513,GOOD,
C1745_A,2721,117.2841,145.7377,102.2047,0.009526533,-0.0001951475,GOOD,
C1745_A,2722,129.1207,159.3217,102.9259,0.003063311,0.006266442,GOOD,
C1745_B,2723,117.8254,142.1086,105.2985,0.0003048725,0.001376963,GOOD,
C1745_B,2724,116.0958,142.878,103.1941,-0.002652345,-0.002331919,GOOD,
C1746_A,2725,108.9593,139.1246,99.46352,0.003226726,-0.02559628,GOOD,
C1746_A,2726,122.0186,154.6131,100.2267,0.008760706,0.0007695799,GOOD,
C1746_B,2727,115.6499,136.256,107.7938,0.004360842,-0.001448919,GOOD,
C1746_B,2728,125.112,147.6667,107.602,0.01045576,-0.003622279,GOOD,
C1747_A,2729,114.0482,148.921,97.26042,0.006719304,-0.009044746,GOOD,
C1747_A,2730,115.278,145.4689,100.6422,0.01160939,0.001126924,GOOD,
C1747_B,2731,110.6587,138.5426,101.4392,0.0133703,-0.00302101,GOOD,
C1747_B,2732,129.4766,141.4671,116.2357,0.01516415,-0.006668906,GOOD,
C1748_A,2733,113.4539,151.9348,94.83443,0.000970701,-0.01513798,GOOD,
C1748_A,2734,113.5523,149.0661,96.74325,0.002709667,-0.00393694,GOOD,
C1748_B,2735,115.317,139.1836,105.2226,0.007729026,0.001691625,GOOD,
C1748_B,2736,121.5943,137.1749,112.575,0.009500918,0.005082168,GOOD,
C1749_A,2737,128.3249,149.948,108.6861,0.00512667,-0.005644431,GOOD,
C1749_A,2738,132.3011,159.3952,105.4125,-0.01288007,-0.005463931,GOOD,
C1749_B,2739,123.5696,142.2498,110.3224,-0.005224232,0.0003561252,GOOD,
